,D,P,C,O,F,G
1160,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,S15A-MN91,
1161,Bacteria,Firmicutes,Desulfotomaculia,Carboxydothermales,Carboxydothermaceae,Carboxydothermus
1162,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Longivirga
1163,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella
1164,Bacteria,Firmicutes,Negativicutes,uncultured,,
1165,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia
1166,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum
1167,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
1168,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
1169,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
1170,Bacteria,Acidobacteriota,Acidobacteriae,PAUC26f,,
1171,Bacteria,Chloroflexi,Anaerolineae,KZNMV-5-B42,,
1172,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Dethiosulfatibacteraceae,Dethiosulfatibacter
1173,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chromobacteriaceae,Aquitalea
1174,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,MWH-CFBk5,
1175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Furfurilactobacillus
1176,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter
1177,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,EC94,
1178,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
1179,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
1180,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Oerskovia
1181,Bacteria,Verrucomicrobiota,Verrucomicrobiae,B29,,
1182,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Aquaspirillum
1183,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,oc32
1184,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis
1185,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Perexilibacter
1186,Bacteria,Verrucomicrobiota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,Kiritimatiella
1187,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,,
1188,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Pelotomaculaceae,uncultured
1189,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Macrococcus
1190,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvitalea
1191,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Phytoactinopolyspora
1192,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola
1193,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles
1194,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Pseudofulvimonas
1195,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,,
1196,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Pseudobacteroides
1197,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Phyllonema CENA325
1198,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,T2WK15B57
1199,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Mooreiaceae,Mooreia
1200,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,CR-115,
1201,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Fretibacter
1202,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sediminimonas
1203,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaera
1204,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Halobacteroides
1205,Bacteria,Actinobacteriota,Thermoleophilia,Thermophilales,Thermoleophilaceae,Thermoleophilum
1206,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,uncultured
1207,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Sciscionella
1208,Bacteria,Aquificota,Aquificae,Aquificales,Hydrogenobaculaceae,Hydrogenobaculum
1209,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera
1210,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Acidihalobacteraceae,Acidihalobacter
1211,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,,
1212,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Terasakiispira
1213,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Mangroviflexus
1214,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,gir-aah93h0,
1215,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,uncultured
1216,Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,,
1217,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halalkalibacillus
1218,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Geothermobacterium
1219,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,uncultured
1220,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Kushneria
1221,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium
1222,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia
1223,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,,
1224,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
1225,Bacteria,Planctomycetota,Phycisphaerae,Pla1 lineage,,
1226,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Nitrincolaceae,Corallomonas
1227,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemania
1228,Archaea,Halobacterota,Methanocellia,Methanocellales,Methanocellaceae,Rice Cluster I
1229,Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,,
1230,Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,,
1231,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum
1232,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia
1233,Bacteria,Patescibacteria,Microgenomatia,Candidatus Pacebacteria,,
1234,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Desmonostoc PCC-7422
1235,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halolactibacillus
1236,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga
1237,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus
1238,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea
1239,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Sporolituus
1240,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina
1241,Bacteria,Patescibacteria,Parcubacteria,Candidatus Ryanbacteria,,
1242,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,UCG-012
1243,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Terrilactibacillus
1244,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
1245,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter
1246,Bacteria,Planctomycetota,ODP123,,,
1247,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,CAG-352
1248,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,uncultured
1249,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax
1250,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,966-1
1251,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halarsenatibacter
1252,Bacteria,Firmicutes,Bacilli,Haloplasmatales,Haloplasmataceae,Haloplasma
1253,Bacteria,Firmicutes,Thermaerobacteria,Thermaerobacterales,Thermaerobacteraceae,Thermaerobacter
1254,Archaea,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,Halorientalis
1255,Bacteria,Firmicutes,Natranaerobiia,Natranaerobiales,Natranaerobiaceae,
1256,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,
1257,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
1258,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium
1259,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,SR-FBR-L83,
1260,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella
1261,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium
1262,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus
1263,Archaea,Halobacterota,Methanocellia,Methanocellales,uncultured,
1264,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium
1265,Bacteria,Chrysiogenetota,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Chrysiogenes
1266,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Desertifilaceae,CENA533
1267,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured
1268,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Parvibacter
1269,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,uncultured
1270,Bacteria,Acidobacteriota,Acidobacteriae,,,
1271,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,V9D2013 group
1272,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,Aneurinibacillaceae,Aneurinibacillus
1273,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Gulosibacter
1274,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Anaerovibrio
1275,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,
1276,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella
1277,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
1278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas
1279,Archaea,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,Halosimplex
1280,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
1281,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Lishizhenia
1282,Bacteria,Acidobacteriota,Subgroup 21,,,
1283,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma
1284,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobaca
1285,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured
1286,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fontibacter
1287,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,Dissulfuribacteraceae,SEEP-SRB2
1288,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,uncultured
1289,Bacteria,Spirochaetota,V2072-189E03,,,
1290,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum
1291,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured
1292,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Seinonella
1293,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Heliobacteriaceae,Heliorestis
1294,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,
1295,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Cyanothece PCC-8801
1296,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,
1297,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium
1298,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,uncultured,
1299,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11 gut group
1300,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella
1301,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Natronincola,
1302,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium
1303,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho
1304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea
1305,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,
1306,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter
1307,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Blattabacteriaceae,uncultured
1308,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured
1309,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Mobilicoccus
1310,Bacteria,Myxococcota,Polyangia,mle1-27,,
1311,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus
1312,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus
1313,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
1314,Bacteria,Caldatribacteriota,JS1,,,
1315,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Entomoplasmatales Incertae Sedis,Candidatus Hepatoplasma
1316,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola
1317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Marispirillum
1318,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,YC-ZSS-LKJ63
1319,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium
1320,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Saccharospirillaceae,Litoribrevibacter
1321,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerosalibacter
1322,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured
1323,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,uncultured,
1324,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
1325,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,
1326,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter
1327,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,
1328,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,
1329,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus
1330,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera
1331,Archaea,Nanoarchaeota,Nanoarchaeia,Nanoarchaeales,Nanopusillaceae,Candidatus Nanopusillus
1332,Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,Methanosarcina
1333,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
1334,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,
1335,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Permianibacter
1336,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia
1337,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema UTEX 2349
1338,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,Dissulfuribacteraceae,Dissulfurirhabdus
1339,Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Thermosynechococcaceae,uncultured
1340,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus
1341,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella
1342,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured
1343,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Silicimonas
1344,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD1-131,
1345,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Phormidesmis ANT.L52.6
1346,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter
1347,Bacteria,Acidobacteriota,Blastocatellia,Chloracidobacteriales,Chloracidobacteriaceae,Chloracidobacterium
1348,Bacteria,Acidobacteriota,Acidobacteriae,TSBb06,,
1349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Maritalea
1350,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
1351,Bacteria,Bacteroidota,Bacteroidia,SM1A07,,
1352,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
1353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,[Rhizobium] sphaerophysae group
1354,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermocladium
1355,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Isochromatium
1356,Bacteria,Spirochaetota,MVP-15,,,
1357,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Hanstruepera
1358,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera
1359,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea
1360,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter
1361,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella
1362,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Zymophilus
1363,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Thermotaleaceae,Thermotalea
1364,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,
1365,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillales Incertae Sedis,Stella
1366,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus
1367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,
1368,Bacteria,Myxococcota,Polyangia,Polyangiales,Amb-16S-1034,
1369,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
1370,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parablastomonas
1371,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus
1372,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes VC2.1 Bac22,,
1373,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,
1374,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
1375,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,uncultured
1376,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Mycoavidus
1377,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Rhodothalassium
1378,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptonema
1379,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
1380,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Paraglaciecola
1381,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Parvimonas
1382,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira
1383,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Asteroleplasma
1384,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia
1385,Bacteria,Acidobacteriota,Acidobacteriae,AMGG11,,
1386,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor
1387,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,
1388,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Vulcaniibacterium
1389,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,
1390,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Coriobacteriaceae UCG-003
1391,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovirgula,
1392,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,uncultured
1393,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter
1394,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Natronoflexus
1395,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,uncultured
1396,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,A714019
1397,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,HdN1
1398,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae FE2018 group
1399,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Mongoliicoccus
1400,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7 clade
